Análise do DPE.,ANÁLISE DPE [PONTO],True,DPE Analysis.
Não é impossível.,NÃO_IMPOSSÍVEL [PONTO],False,It is not impossible.
Tom tem um blog.,TOM TER BLOG [PONTO],False,Tom has a blog.
Todo mundo precisa se acalmar.,TODO MUNDO PRECISA ACALMAR [PONTO],False,Everyone needs to calm down.
Eu tenho certeza de que ele está vivo.,EU CERTEZA ELE VIVO [PONTO],False,I'm sure he's alive.
"A ANTT-Sede, por meio da Gerencia de Engenharia e Meio Ambiente de Rodovias GEENG, após receber o processo da concessionária, promoverá as ações para a assinatura do TERMO DE ANUÊNCIA, documento que reconhece que os limites estão sendo respeitados.",ANTT SEDE&LOCAL MEIO&MÉTODO GERENCIAR ENGENHARIA MEIO&MÉTODO AMBIENTE RODOVIA GEENG APÓS RECEBER PROCESSO&SEQUÊNCIA CONCESSIONÁRIA PROMOVER&ANUNCIAR AÇÃO&ATO ASSINATURA TERMO ANUÊNCIA DOCUMENTO&PAPEL RECONHECER LIMITE RESPEITAR [PONTO],True,"The ANTT-sede, through the engineering and environment of Geeng Highways, after receiving the concessionaire process, will promote actions for the signing of the agreement, a document that recognizes that the limits are being respected."
Informações sobre o andamento de um processo de validação específico,INFORMAÇÃO SOBRE&ASSUNTO ANDAMENTO PROCESSO&SEQUÊNCIA VALIDAÇÃO ESPECÍFICO,True,Information on the progress of a specific validation process
Eu quero aprender como.,QUERO APRENDER COMO [PONTO],False,I want to learn how.
Não é realizada transferência internacional de dados pessoais e dados pessoais sensíveis.,NÃO_REALIZAR TRANSFERÊNCIA INTERNACIONAL&EXTERIOR DADO&INFORMAÇÃO PESSOAL&PARTICULAR DADO&INFORMAÇÃO PESSOAL&PARTICULAR SENSÍVEL [PONTO],True,International transfer of personal data and sensitive personal data is not performed.
Todo o leite se derramou.,TODO LEITE DERRAMAR [PONTO],False,All the milk poured itself.
Preciso de um tradutor.,PRECISAR TRADUTOR [PONTO],False,I'd like an interpreter.
"Essa listagem não é completa, uma vez que foram destacados os títulos de maior importância e abrangência na prática cotidiana da Saúde do Trabalhador no SUS.",LISTAGEM NÃO_COMPLETAR DESTACAR&DESIGNAR TÍTULO&CERTIFICADO MAIOR&TAMANHO IMPORTÂNCIA ABRANGÊNCIA PRÁTICA COTIDIANO SAÚDE TRABALHAR SUS [PONTO],True,"This listing is not complete, since the titles of most important and scope in everyday practice of worker health in SUS were highlighted."
Será que há vida extraterrestre?,TER VIDA EXTRATERRESTRE [INTERROGAÇÃO],False,Is there extraterrestrial life?
Nos casos que são identificadas pendências,CASO&EVENTO IDENTIFICAR PENDÊNCIA,True,In cases that pending issues are identified
Fiquem onde estão.,FICAR&PERMANECER AÍ [PONTO],False,Stay where they are.
Conta a história que um pedreiro endireitou a pedra e o Guru Arjan então disse: como você acaba de desfazer o trabalho de um homem santo desastres poderão vir para o Harmandir Sahib.,HISTÓRIA PEDREIRO AJEITAR PEDRA GURU ARJAN FALAR COMO VOCÊ DESFAZER TRABALHO HOMEM SANTO DESASTRE PODER&POSSIBILIDADE HARMANDIR SAHIB [PONTO],False,It tells the story that a bricklayer straightened the stone and Guru Arjan then said: How you have just undone the work of a holy disaster man could come to Harmandir Sahib.
Solicitar passagens (aéreas/terrestres) para visitantes externos,1S_PEDIR_2S PASSAGEM&VIAGEM AÉREO TERRESTRE VISITANTE EXTERNO,True,Request tickets (air/terrestrial) for external visitors
"Posteriormente, o LRNTL informa ao solicitante, por e-mail, a situação de sua solicitação.",DEPOIS LRNTL INFORMAR SOLICITANTE E_MAIL SITUAÇÃO SOLICITAÇÃO [PONTO],True,"Subsequently, the LRNTL informs the applicant by email the situation of his request."
Orçamento aprovado,ORÇAMENTO APROVAR,True,Approved budget
"Porém, D. Joana era tida como filha ilegítima de D. Henrique IV de Castela, fruto de uma polêmica relação da esposa do rei com um fidalgo.",JOANA FILHO ILEGÍTIMO DOM&TÍTULO HENRIQUE 4 CASTELA POLÊMICA RELAÇÃO&VÍNCULO ESPOSA REI FIDALGO [PONTO],False,"However, D. Joana was regarded as an illegitimate daughter of D. Henrique IV of Castile, the result of a controversial relationship of the king's wife with a nobleman."
Não posso te emprestar este livro.,NÃO_PODER 1S_EMPRESTAR_2S ESTE LIVRO [PONTO],False,I can't lend you this book.
Solicite a restituição de tributos apurados pelo Simples Nacional ou SIMEI e pagos indevidamente ou a maior.,SOLICITAR RESTITUIR TRIBUTO APURAR SIMPLES&FÁCIL NACIONAL SIMEI 1S_PAGAR_2S INDEVIDO OU MAIOR&TAMANHO [PONTO],True,Request the restitution of taxes calculated by Simples Nacional or SIMEI and unduly paid or the largest.
Eles não fizeram isso.,ELES NÃO_FAZER [PONTO],False,They didn't do that.
Apresentar recurso administrativo em 1ª instância – Cosméticos Notificados,APRESENTAR&MOSTRAR RECURSO ADMINISTRATIVO PRIMEIRO&ORDINAL INSTÂNCIA COSMÉTICO NOTIFICAR,True,Present an administrative appeal in the 1st instance - notified cosmetics
Todos os participantes que cumpriram os pré-requisitos do treinamento estarão aptos a receber os certificados.,TODO PARTICIPAR CUMPRIR PRÉ REQUISITAR TREINAMENTO APTO&CAPAZ RECEBER CERTIFICAÇÃO [PONTO],True,All participants who have fulfilled the training prerequisites will be able to receive the certificates.
Ela não pode ter saído de férias.,ELA NÃO_PODER TER FÉRIAS [PONTO],False,She can't have left on vacation.
"A documentação deve conter informações como o pedido de solicitação de credenciamento, implantação ou adesão;",DOCUMENTAR DEVER&POSSIBILIDADE CONTER INFORMAÇÃO 1S_PEDIR_2S SOLICITAÇÃO CREDENCIAMENTO IMPLANTAR OU ADESÃO,True,"Documentation must contain information such as the request for accreditation, implementation or adhesion request;"
São fortes.,FORTE&MUSCULOSO [PONTO],False,They are strong.
Eles cruzaram o rio nadando.,ELES ATRAVESSAR RIO NADAR [PONTO],False,They crossed the river swimming.
"Vestibular , Vestibular Indígena , Enem/Sisu",VESTIBULAR VESTIBULAR INDÍGENA ENEM SISU,True,"Entrance exam, indigenous entrance exam, Enem/Sisu"
"Autorização de Importação Específica (AIE) , Autorização de Importação para fins de ensino, pesquisa ou desenvolvimento (AIP)",AUTORIZAÇÃO IMPORTAÇÃO ESPECÍFICO AIE AUTORIZAR&PERMITIR IMPORTAÇÃO FIM ENSINO&SUPERIOR PESQUISAR DESENVOLVIMENTO AIP,True,"Specific Import Authorization (AIE), Import Authorization for Teaching, Research or Development (AIP) purposes"
A pessoa que trabalhe ou tenha trabalhado no Brasil e em um ou mais países que mantenha Acordo Internacional de Previdência Social com o Brasil.,PESSOA TRABALHAR OU TRABALHAR PASSADO BRASIL&PAÍS 1 OU MAIS&SUPERIOR PAÍS MANTER ACORDO INTERNACIONAL&EXTERIOR PREVIDÊNCIA&SOCIAL BRASIL&PAÍS [PONTO],True,The person who works or has worked in Brazil and one or more countries that maintain an international social security agreement with Brazil.
"Em particular, os cargos atribuídos por César a Bruto e Cássio seriam também ratificados.",PARTICULAR CARGO ATRIBUIR CÉSAR BRUTO&RUDE CÁSSIO TAMBÉM RATIFICAR [PONTO],False,"In particular, the positions attributed by Caesar to Rude and Cassio would also be ratified."
"Esse serviço é prestado de forma remota – por telefone, endereço eletrônico (e-mail) e videoconferência. Clique",SERVIÇO PRESTAR FORMA REMOTO TELEFONE ENDEREÇO_ELETRÔNICO E_MAIL VIDEOCONFERÊNCIA [PONTO] CLIQUE,True,"This service is remotely provided-by phone, email address (email) and video conferencing. Click"
Obter Transferência de Titularidade de Autorização para Operação de Gasodutos e suas instalações acessórias,OBTER TRANSFERÊNCIA TITULARIDADE AUTORIZAR&PERMITIR OPERAÇÃO&AÇÃO GASODUTO INSTALAÇÃO ACESSÓRIO,True,Obtain transfer of authorization ownership for pipeline operation and their ancillary facilities
Estima-se que os resultados da seleção sejam divulgados em até 180 dias contados a partir da data de publicação do regulamento do programa.,ESTIMAR RESULTADO SELEÇÃO&ESCOLHER DIVULGAR ATÉ 180 DIA CONTAR&NÚMERO PARTIR&COMEÇAR DATA PUBLICAR&DIVULGAR REGULAMENTO PROGRAMA&PROJETO [PONTO],True,The results of the selection are estimated to be disclosed within 180 days from the date of publication of the program regulation.
Participar de Processo Seletivo para curso de graduação - UFCA,PARTICIPAR PROCESSO_SELETIVO CURSO&ESTUDAR GRADUAÇÃO UFCA,True,Participate in the Selection Process for Undergraduate Course - UFCA
Informando os prefixos a serem suprimidos e modificados.,INFORMAR PREFIXO SUPRIMIR MODIFICAR [PONTO],True,Informing the prefixes to be suppressed and modified.
Tom estava se gabando.,TOM GABAR [PONTO],False,Tom was bragging.
"Solicitar anuência para locação de lotes sujeitos a TRA, EPCV ou Comunicação de Assuntos Gerais no Distrito Industrial.",SOLICITAR ANUÊNCIA LOCAR LOTE SUJEITO TRA EPCV COMUNICAÇÃO ASSUNTO GERAL DISTRITO INDUSTRIAL [PONTO],True,"Request consent to lease lots subject to TRA, EPCV or communication of general affairs in the Industrial District."
"Instituto Nacional de Saúde da Mulher, da Criança e do Adolescente Fernandes Figueira - IFF",INSTITUTO NACIONAL SAÚDE MULHER CRIANÇA ADOLESCENTE FERNANDES FIGUEIRA IFF,True,"National Institute of Women's, Children and Adolescent Health Fernandes Figueira - IFF"
(Não confundir com Onilé também chamada de Mãe Terra).,NÃO_CONFUNDIR ONILÉ TAMBÉM CHAMAR&NOMEAR MÃE TERRA&PLANETA [PONTO],False,(Do not confuse with onil also called Mother Earth).
Increver cadastro;Entregar documentação;realizar entrevista;,INCREVER CADASTRO ENTREGAR DOCUMENTÁRIO REALIZAR ENTREVISTA,True,Register registration; Deliver documentation; Perform interview;
Entrega de documentos para a efetivação da matrícula.,ENTREGAR DOCUMENTO&PAPEL EFETIVAR MATRÍCULA [PONTO],True,Delivery of documents for the enrollment of registration.
III - número de assinantes do(s) canal(is) de programação; e,TERCEIRO&ORDINAL NÚMERO ASSINANTE CANAL&TELEVISÃO PROGRAMAÇÃO,True,III - number of subscribers of the programming channel (s); and
"Mas o líder fascista liderava um país industrialmente atrasado, bem mais pobre que outras nações europeias.",LÍDER FASCISTA LIDERAR PAÍS INDUSTRIAL ATRASAR POBRE NAÇÃO EUROPEIA [PONTO],False,"But the fascist leader led an industrially late country, much poorer than other European nations."
Você bebe demais.,VOCÊ BEBER(+) [PONTO],False,You drink too much.
"Refere-se ao processo de análise dos critérios a serem observados pela administração do porto organizado para a exploração direta ou indireta de áreas não afetas às operações portuárias, para fins de revitalização.",REFERIR PROCESSO&SEQUÊNCIA ANÁLISE CRITÉRIO OBSERVAR ADMINISTRAR&GERENCIAR PORTO&MAR ORGANIZAR EXPLORAÇÃO DIRETO INDIRETO ÁREA&ESPAÇO NÃO_AFETAR OPERAÇÃO&AÇÃO PORTUÁRIO FIM REVITALIZAR [PONTO],True,"It refers to the process of analysis of the criteria to be observed by the administration of the organized port for the direct or indirect exploitation of areas not affected to port operations, for revitalization purposes."
II - presunção de boa-fé do usuário;,2 PRESUNÇÃO BOA_FÉ USUÁRIO,True,II - presumption of good faith of the user;
O Tom gosta de você?,TOM GOSTAR VOCÊ [INTERROGAÇÃO],False,Does the tone like you?
"VII - Documento de designação/nomeação e atribuições do cargo, a fim de comprovar competência formal para a assinatura do instrumento de cooperação;",SÉTIMO DOCUMENTO&PAPEL DESIGNADO NOMEAÇÃO ATRIBUIÇÃO CARGO FIM COMPROVAR COMPETÊNCIA FORMAL ASSINATURA INSTRUMENTO&MÉTODO COOPERAÇÃO,True,"VII - designation/appointment document and duties of the position, in order to prove formal jurisdiction for the signing of the instrument of cooperation;"
DNIT - Solicitar uso de faixa de domínio adjacentes às rodovias federais,DNIT 1S_PEDIR_2S USAR FAIXA&PEDESTRE DOMÍNIO ADJACENTE RODOVIA FEDERAL,True,DNIT - Request use of domain range adjacent to federal highways
Entregar os documentos e diplomas para serem registrados.,ENTREGAR DOCUMENTO&PAPEL DIPLOMA REGISTRAR [PONTO],True,Deliver the documents and diplomas to be registered.
Meus filhos precisam de mim.,MEU FILHO PRECISAR MIM [PONTO],False,My children need me.
Análise técnica da documentação e informações pela Secretaria Nacional de Mobilidade e Desenvolvimento Regional e Urbano conforme descrito no Anexo I da,ANALISAR TÉCNICA DOCUMENTAÇÃO INFORMAÇÃO SECRETARIA NACIONAL MOBILIDADE DESENVOLVER REGIONAL URBANO CONFORME DESCREVER ANEXO PRIMEIRO&ORDINAL,True,Technical Analysis of Documentation and Information by the National Secretariat of Mobility and Regional and Urban Development as described in Annex I of
"Vitorino respondeu com um Manifesto em que proclamava inocência e seu nome não foi incluído no despacho final do processo, mas sua carreira política foi arruinada.",VITORINO RESPONDER MANIFESTO PROCLAMAR INOCÊNCIA SEU NOME NÃO INCLUIR DESPACHO FINAL PROCESSO SUA CARREIRA&PROFISSÃO POLÍTICA ARRUINADA [PONTO],False,"Vitorino answered with a manifesto in which he proclaimed innocence and his name was not included in the final order of the process, but his political career was ruined."
Deixamos o Tom triste.,NÓS FAZER TOM TRISTE [PONTO],False,We make the tone sad.
Chandragupta Eu era um rei do Império Gupta por volta de 320 dC.,CHANDRAGUPTA EU REI IMPÉRIO GUPTA ANO&DATA 320 DEPOIS_CRISTO [PONTO],False,Chandragupta I was a king of the Gupta Empire around 320 AD.
Tom fingiu que não se importava.,TOM FINGIR NÃO IMPORTAR&IMPORTÂNCIA [PONTO],False,Tom pretended that he didn't care.
"""Os representantes das burocracia ministerial transmitiram, de forma muito clara, que não tinham quaisquer problemas sobre o princípio da deportação ""per se"".",REPRESENTAR BUROCRACIA TRANSMITIR&COMUNICAR CLARO&CLAREZA NÃO_TER PROBLEMA DEPORTAR [PONTO],False,"""The representatives of the ministerial bureaucracy transmitted very clearly that they had no problems about the principle of deportation"" per se ""."
Eu sei que isso é verdade.,EU SABER VERDADE [PONTO],False,I know this is true.
"Além dessas sanções referentes a esses cadastros, os orgãos e entidades dos Poderes Executivo, Legislativo e Judiciário de todas as esferas de governo podem registrar e gerir outras sanções por eles aplicadas a agentes públicos ou entes privados por meio de cadastro manual, importação de planilha, webservice de cadastro e consulta.",SANÇÃO REFERENTE CADASTRO ÓRGÃO&INSTITUIÇÃO ENTIDADE&INSTITUIÇÃO PODER&EXECUTIVO LEGISLATIVO JUDICIÁRIO TODO ESFERA GOVERNO PODER&POSSIBILIDADE REGISTRAR GERIR OUTRO SANÇÃO ELE APLICAR&ATRIBUIR AGENTE&PROFISSÃO PÚBLICO&GOVERNO ENTE PRIVADO&PARTICULAR MEIO&MÉTODO CADASTRO MANUAL&INSTALAÇÃO IMPORTAÇÃO PLANILHA WEBSERVICE CADASTRO CONSULTAR&PESQUISAR [PONTO],True,"In addition to these sanctions regarding these registrations, the bodies and entities of the Executive, Legislative and Judiciary Powers of all spheres of government can register and manage other sanctions by them applied to public agents or private entities through manual registration, spreadsheet importation, registration and consultation webservice."
Gosto muito de música.,EU GOSTAR(+) MÚSICA [PONTO],False,I really like music.
Práticas e Procedimentos para Validadores de Acesso Digital,PRATICAR PROCEDIMENTO VALIDADE ACESSAR DIGITAL&COMPUTADOR,True,Practices and procedures for digital access validators
Aguardar hierarquização e seleção das propostas pela Secretaria Nacional de Saneamento.,AGUARDAR HIERARQUIA SELEÇÃO&ESCOLHER PROPOSTA SECRETARIA NACIONAL SANEAMENTO [PONTO],True,Wait hierarchy and selection of proposals by the National Sanitation Secretariat.
Vacina de febre amarela.,VACINAR FEBRE_AMARELA [PONTO],True,Yellow fever vaccine.
"Desta forma Delfos era uma imagem de estabilidade numa cultura definida por um aglomerado de cidades e grupos étnicos independentes, e estruturava toda a cosmografia grega num plano de círculos concêntricos de graus decrescentes de civilização que era reproduzido em escala menor em cada pólis.",DESTA FORMA DELFO IMAGEM&REPRESENTAÇÃO ESTABILIDADE NUMA CULTURA&SOCIEDADE DEFINIR AGLOMERAR CIDADE GRUPO ÉTNICO INDEPENDENTE ESTRUTURAR TODA COSMOGRAFIA GREGA PLANO&PROJETO CÍRCULO CONCÊNTRICO GRAU&NÍVEL DECRESCENTE CIVILIZAR QUE REPRODUZIR ESCALA MENOR CADA PÓLIS [PONTO],False,"Thus Delphi was an image of stability in a culture defined by a cluster of independent cities and ethnic groups, and structured all Greek cosmography in a plane of concentric circles of decreasing degrees of civilization that was reproduced on a smaller scale in each polis."
"Saiba mais sobre Aposentadoria por Tempo de Contribuição,",SABER MAIS&QUANTIDADE SOBRE&ASSUNTO APOSENTADORIA TEMPO&ÉPOCA CONTRIBUIÇÃO&AJUDAR,True,"Learn more about retirement for contribution time,"
Olhe para trás!,OLHAR&VER TRÁS [EXCLAMAÇÃO],False,Look back!
Nós precisamos agir.,NÓS PRECISAR AGIR [PONTO],False,We need to act.
"Discente que tenha concluído cursos regulares de graduação,",DISCENTE TER CONCLUIR CURSO&ESTUDAR REGULAR GRADUAÇÃO,True,"Student who has completed regular undergraduate courses,"
"Em 1925, Bulgakov se divorciou de sua primeira esposa e se casou com Lyubov Belozerskaya.",ANO&DATA 1925 BULGAKOV DIVORCIAR PRIMEIRO&ORDINAL ESPOSA CASAR LYUBOV BELOZERSKAYA [PONTO],False,"In 1925, Bulgakov divorced his first wife and married Lyubov Belozerskaya."
Ele divide quarto.,ELE DIVIDIR&PARTIR QUARTO&CÔMODO [PONTO],False,He shares room.
Nós estamos comendo pipoca.,NÓS COMER PIPOCA [PONTO],False,We are eating popcorn.
"Em 24 de maio de 1985, numa reunião entre Jobs, Sculley e o corpo executivo da Apple, todos apoiaram firmemente Sculley.",24 MAIO ANO&DATA 1985 REUNIÃO ENTRE JOB SCULLEY CORPO EXECUTIVO APPLE APOIAR&APROVAR FIRME&ESTÁVEL SCULLEY [PONTO],False,"On May 24, 1985, at a meeting between Jobs, Sculley and the Apple executive body, all firmly supported Sculley."
"Levantando aspectos históricos, sociais, psicológicos e filosóficos do vanguardismo, Poggioli ultrapassa instâncias individuais da arte, poesia e música para mostrar que os vanguardistas podem compartilhar certos ideais e valores que se manifestam na adoção de um estilo de vida não conformista.",LEVANTAR ASPECTO HISTÓRICO SOCIAL PSICOLÓGICO FILOSÓFICO VANGUARDISMO POGGIOLI ULTRAPASSAR INSTÂNCIA INDIVIDUAL ARTE POESIA MÚSICA MOSTRAR VANGUARDISTA PODER&POSSIBILIDADE COMPARTILHAR CERTO IDEAL VALOR MANIFESTAR ADOÇÃO ESTILO VIDA NÃO_CONFORMAR [PONTO],False,"Raising historical, social, psychological and philosophical aspects of vanguardism, Poggioli surpasses individual instances of art, poetry and music to show that avant -garde can share certain ideals and values ​​that manifest themselves in the adoption of a non -conformistic lifestyle."
Qual é a sua música favorita?,QUAL SUA MÚSICA FAVORITO [INTERROGAÇÃO],False,What is your favorite music?
"Mas ela funciona bem apenas para estrelas relativamente próximas, até 160 anos-luz.",ELA FUNCIONAR BOM APENAS ESTRELA RELATIVAMENTE PRÓXIMA ATÉ 160 ANO&DATA LUZ [PONTO],False,"But it works well only for relatively close stars, up to 160 light years."
Tenho notado dores e sangramento vaginal. ,1S_PERCEBER_3S DOR&DOER VAGINAL SANGRAR [PONTO],False,I have noticed pain and vaginal bleeding.
Para solicitar o repasse a entidade sindical deve:,SOLICITAR REPASSAR ENTIDADE&INSTITUIÇÃO SINDICATO,True,To request the transfer to the union entity must:
A situação da aeronave pode ser consultada no SACI.,SITUAÇÃO AERONAVE PODER&POSSIBILIDADE CONSULTAR&PESQUISAR SACI [PONTO],True,The aircraft situation can be consulted at SACI.
"Foi considerado culpado pelas terríveis condições nas deportações, em particular nos comboios, e por reunir judeus para encher esses mesmos comboios.",CONSIDERAR CULPA TERRÍVEL CONDIÇÃO DEPORTAÇÃO PARTICULAR COMBOIO REUNIR JUDEU ENCHER COMBOIO [PONTO],False,"He was considered guilty of the terrible conditions in the deportations, in particular in the trains, and for bringing together Jews to fill these same trains."
"Acessar gratuitamente dados e produtos derivados de satélites, radares e instrumentos meteorológicos correlatos.",ACESSAR GRATUITO INFORMAÇÃO PRODUTO DERIVAR SATÉLITE RADAR INSTRUMENTO METEOROLÓGICO CORRELATO [PONTO],True,"Access data and products and products derived from satellites, radars and related meteorological instruments."
Permissão para eventos em área pública,PERMISSÃO EVENTO ÁREA&SETOR PÚBLICO&PESSOA,True,Permission for events in public area
Porto Sem Papel (PSP),PORTO&MAR SEM PSP,True,Porto without paper (PSP)
Agendar visitas e visitas técnicas ao Departamento de Engenharia de Produção e Mecânica.,AGENDAR VISITAR TÉCNICO DEPARTAMENTO ENGENHARIA PRODUÇÃO MECÂNICA [PONTO],True,Schedule technical visits and visits to the Department of Production and Mechanical Engineering.
Ele tem memória fotográfica.,ELE TER MEMÓRIA FOTOGRÁFICA [PONTO],False,It has photographic memory.
"Estava frio, então nós acendemos uma fogueira.",FRIO ENTÃO NÓS FOGUEIRA [PONTO],False,"It was cold, so we turned on a fire."
Para obter o aplicativo deve-se seguir o procedimento da etapa anterior.,OBTER APLICATIVO DEVER&OBRIGAÇÃO SEGUIR PROCEDIMENTO ETAPA ANTERIOR [PONTO],True,To obtain the application you must follow the procedure of the previous step.
Tom é um trabalhador rural.,TOM TRABALHAR RURAL [PONTO],False,Tom is a rural worker.
Tom fez uma cópia.,TOM FAZER CÓPIA [PONTO],False,Tom made a copy.
Urbanidade;Respeito;Acessibilidade;Cortesia;Presunção da boa-fé do usuário;Igualdade;Eficiência;Segurança;,URBANIDADE RESPEITO&RESPEITAR ACESSIBILIDADE CORTESIA PRESUNÇÃO BOA_FÉ USUÁRIO IGUALDADE EFICIÊNCIA SEGURANÇA&SEGURO,True,Urbanity; Respect; Accessibility; Courtesy; presumption of user good faith; Equality; Efficiency; Safety;
"Fale mais alto, por favor.",FALAR ALTO&VOLUME POR_FAVOR [PONTO],False,"Speak louder, please."
Precisam de tua ajuda.,PRECISAR TUA AJUDA [PONTO],False,Need your help.
Análise de conteúdo dos documentos;,ANALISAR CONTEÚDO&ASSUNTO DOCUMENTO&PAPEL,True,Document content analysis;
"Michael Palin ficou em trigésimo, Eric Idle em vigésimo-primeiro e John Cleese em segundo lugar, sendo superado apenas por Peter Cook.",MICHAEL PALIN TERCEIRO&ORDINAL ZERO_ORDINAL ERIC IDLE SEGUNDO&ORDINAL PRIMEIRO&ORDINAL JOHN CLEESE SEGUNDO&ORDINAL LUGAR APENAS PETER COOK SUPERAR [PONTO],False,"Michael Palin was thirtieth, Eric Idle in twentieth and John Cleese in second place, being surpassed only by Peter Cook."
"Era comum no passado atribuir 547 a.C. como o ano da conquista, devido a algumas interpretações da Crônica de Nabonido, mas esta posição não é atualmente muito usual.",COMUM ATRIBUIR 547 ANTES&ANTERIOR CRISTO ANO&DATA CONQUISTAR ALGUMA INTERPRETAR CRÔNICA NABONIDO NÃO ATUAL VÁRIOS USAR [PONTO],False,"It was common in the past to assign 547 BC as the year of conquest, due to some interpretations of the Nabonido chronicle, but this position is not currently very usual."
Fique com os olhos abertos.,OLHO_ABERTO [PONTO],False,Stay with your eyes open.
Ambos os modelos do mecha principal Barbatos o High Grade e o escala 1100 foram mostrados durante a conferência de imprensa e declarou sua distribuição em outono de 2015 junto as versões padrão e commander do HG Graze e pacotes de arma para o mobile suit principal.,2 MODELO MECHA PRINCIPAL BARBATO HIGH GRADE&CURRICULAR ESCALA 1100 MOSTRAR DURAR CONFERÊNCIA IMPRENSA DECLARAR SUA DISTRIBUIÇÃO OUTONO ANO&DATA 2015 JUNTO VERSÃO PADRÃO COMMANDER HG GRAZE PACOTE ARMA MOBILE SUIT PRINCIPAL [PONTO],False,Both models of the main sticker the high grid and the 1100 scale were shown during the press conference and declared its 2015 autumn distribution along the standard and Commander versions of HG Graze and gun packages for the main mobile suit.
Preencher os metadados solicitados e concluir submissão.,PREENCHER METADADO SOLICITAR CONCLUIR SUBMISSÃO [PONTO],True,Fill in the requested metadata and complete submission.
"I - identificação da linha vinculada ao serviço diferenciado que se pretende implantar/suprimir, conforme o caso; II - quadro de horários pretendido, no caso de implantação; e III - data prevista para início/paralisação da operação, conforme o caso.",PRIMEIRO&ORDINAL IDENTIFICAÇÃO LINHA&MODELO VINCULAR SERVIÇO DISTINGUIR QUE PRETENDER IMPLANTAR SUPRIMIR CONFORME CASO&EVENTO SEGUNDO&ORDINAL QUADRO&TABELA HORÁRIO PRETENDER CASO&EVENTO IMPLANTAÇÃO TERCEIRO&ORDINAL DATA PREVER INÍCIO PARALISAÇÃO OPERAÇÃO&AÇÃO CONFORME CASO&EVENTO [PONTO],True,"I - identification of the line linked to the differentiated service that is intended to be implemented/suppressed, as the case may be; II - intended schedule of schedules, in the case of implementation; and III - expected date for starting/stopping the operation, as appropriate."
Retirar publicações adquiridas no DNOCS,RETIRAR PUBLICAÇÃO&PUBLICAR ADQUIRIR DNOCS,True,Remove purchased publications at DNOCS
Esta é a primeira aventura em que Harry não enfrenta um monstro e que Voldemort não aparece.,PRIMEIRO&ORDINAL AVENTURA HARRY NÃO_ENFRENTAR MONSTRO VOLDEMORT NÃO_APARECER [PONTO],False,This is the first adventure in which Harry does not face a monster and that Voldemort does not appear.
Tom parece feliz.,TOM PARECER FELIZ [PONTO],False,Tom looks happy.
Para agendar Vistoria Técnica Especial de mudança de marcas (VTE),AGENDAR VISTORIA TÉCNICA ESPECIAL MUDANÇA MARCA&EMPRESA VTE,True,To schedule special technical inspection of brands change (VTE)
Solicitar retirada de resíduos de embarcação,1S_PEDIR_2S RETIRAR RESÍDUO EMBARCAÇÃO,True,Request withdrawal of vessel waste
Jovens brasileiros natos ou naturalizados com idade entre 17 e 24 anos para a área Geral e entre 17 e 26 anos nas áreas Músico e Saúde.,JOVEM PESSOA BRASIL&PAÍS NATURALIZAR IDADE 17 ANO&IDADE 24 ÁREA&SETOR GERAL ENTRE 17 TAMBÉM ANO&IDADE ÁREA&SETOR MÚSICO SAÚDE [PONTO],True,Young people born or naturalized aged 17 to 24 years to the general area and between 17 and 26 years in the areas of music and health.
O resultado levará em conta as regras vigentes no Tratamento Administrativo de Exportação ou Importação.,RESULTADO REGRA VIGENTE TRATAMENTO&DOENÇA ADMINISTRATIVO EXPORTAÇÃO IMPORTAÇÃO [PONTO],True,The result will take into account the rules in force in the administrative treatment of export or import.
"O prazo informado (padrão) poderá ser estendido caso seja necessária a realização de exames complementares de alta complexidade, os quais são realizados para caracterização molecular e antigênica do tipo de vírus da gripe detectado nas amostras positivas.",PRAZO&TEMPO INFORMAR PADRÃO PODER&POSSIBILIDADE ESTENDER&EXTENSÃO REALIZAR EXAME COMPLEMENTAR ALTO&IMPORTANTE COMPLEXIDADE QUAL REALIZAR CARACTERIZAÇÃO MOLECULAR ANTIGÊNICA TIPO&EXEMPLO VÍRUS&SAÚDE GRIPE DETECTAR AMOSTRA POSITIVO [PONTO],True,"The informed period (default) may be extended if complementary examinations of high complexity is required, which are performed for molecular and antigenic characterization of the influenza virus type detected in the positive samples."
Poucos minutos durante período de adesão ao processo seletivo do Sisu.,POUCO MINUTO DURANTE PERÍODO ADESÃO PROCESSO_SELETIVO SISU [PONTO],True,A few minutes during a period of adherence to the Sisu selection process.
Vós vos molhastes?,VÓS MOLHAR [INTERROGAÇÃO],False,Did you wet?
Avaliação O número antes das estrelas é a nota dada pelos usuários que utilizaram o serviço e vai de 1 a 5.,AVALIAR NÚMERO ANTES&ANTERIOR ESTRELA NOTA&AVALIAR 1S_DAR_2S USUÁRIO QUE UTILIZAR SERVIÇO 1 5 [PONTO],True,EVALUATION The number before the stars is the note given by users who used the service and goes from 1 to 5.
Você é igual ao seu pai.,VOCÊ IGUAL SEU PAI [PONTO],False,You are just like your father.
Comprovante de Inscrição no CNPJ;,COMPROVANTE INSCRIÇÃO CNPJ,True,Proof of registration with the CNPJ;
Abrir o processo.,ABRIR&ARQUIVO PROCESSO&DOCUMENTO [PONTO],True,Open the process.
